"","coef","estimate_1","mean_1","se_1","ci_1","significant_1"
"1","bx",-48.5808371373589,-50.5508856168,46.3447451002566,"[-139.42, 42.25]","no"
"2","ethnic2",-1.64222111988613,2.0110426047,87.3996726143266,"[-172.95, 169.66]","no"
"3","ethnic3",-10.1930946214931,-18.5769367604,73.8947787200014,"[-155.03, 134.64]","no"
"4","ethnic4",22.442208586778,28.093458864,76.0901307365901,"[-126.69, 171.58]","no"
"5","ethnic5",10.4015557110686,7.9392060385,58.3332540814167,"[-103.93, 124.73]","no"
"6","ethnic6",-66.237126069563,-67.1819577836,46.1761509588908,"[-156.74, 24.27]","no"
"7","ethnic7",-39.681794849554,-33.0442830694,51.1762270493322,"[-139.99, 60.62]","no"
"8","ethnic8",-48.4160974626987,-58.9637776783,174.834945674544,"[-391.09, 294.26]","no"
"9","age",3.28882647423287,3.1461710315,0.856735511004474,"[1.61, 4.97]","yes"
"10","educ",20.6515101418615,21.9882129733,8.88637227572328,"[3.23, 38.07]","yes"
"11","private",144.526286911716,139.5804636264,19.8509552582084,"[105.62, 183.43]","yes"
"12","labors",19.6717479937916,18.8777118953,15.2076088441585,"[-10.14, 49.48]","no"
"13","nchild",9.03143933147028,9.9558502054,15.2940357472913,"[-20.94, 39.01]","no"
"14","visits",19.3291933552382,19.4455422788,2.11450123643068,"[15.18, 23.47]","yes"
"15","nbl",-912.170034568939,-916.7788043939,30.9842183657842,"[-972.9, -851.44]","no"
"16","sex",-103.974541852638,-105.3419901537,5.91043616978965,"[-115.56, -92.39]","no"
"17","tlabor",-21.7746580559017,-20.9280783558,13.0245325450418,"[-47.3, 3.75]","no"
"18","marital2",48.8243408708978,46.5341258945,10.5363343355747,"[28.17, 69.48]","yes"
"19","marital3",43.8252662161663,43.1186675268,13.6814566550363,"[17.01, 70.64]","yes"
"20","marital4",71.4325269943381,71.678711926,44.2426106015196,"[-15.28, 158.15]","no"
"21","marital5",132.272029880272,101.5026636905,144.53286153487,"[-151.01, 415.56]","no"
"22","marital6",83.3599371482594,65.2651966903,116.83937827451,"[-145.65, 312.37]","no"
"23","marital7",91.4843202578075,88.5801233552,30.4489595268619,"[31.8, 151.16]","yes"
